Day,Hour,Minutes,CurrentStep,Susceptible,Exposed,Infectious,Recovered
0,4,40,448800,131,401,4345,119
0,4,45,449100,131,398,4348,119
0,4,50,449400,130,397,4350,119
0,4,55,449700,130,397,4349,120
0,5,0,450000,130,394,4352,120
0,5,5,450300,130,393,4352,121
0,5,10,450600,129,394,4352,121
0,5,15,450900,128,394,4353,121
0,5,20,451200,127,394,4353,122
0,5,25,451500,127,394,4353,122
0,5,30,451800,127,394,4352,123
0,5,35,452100,127,391,4355,123
0,5,40,452400,126,390,4357,123
0,5,45,452700,124,390,4359,123
0,5,50,453000,123,390,4360,123
0,5,55,453300,123,388,4362,123
0,6,0,453600,122,388,4362,124
0,6,5,453900,122,387,4360,127
0,6,10,454200,122,385,4362,127
0,6,15,454500,121,384,4364,127
0,6,20,454800,121,383,4364,128
0,6,25,455100,121,381,4366,128
0,6,30,455400,121,381,4366,128
0,6,35,455700,121,381,4365,129
0,6,40,456000,121,381,4363,131
0,6,45,456300,121,380,4363,132
0,6,50,456600,121,380,4363,132
0,6,55,456900,121,375,4368,132
0,7,0,457200,121,374,4369,132
0,7,5,457500,121,371,4370,134
0,7,10,457800,121,369,4372,134
0,7,15,458100,121,368,4373,134
0,7,20,458400,121,367,4374,134
0,7,25,458700,121,361,4380,134
0,7,30,459000,121,357,4384,134
0,7,35,459300,121,356,4385,134
0,7,40,459600,121,354,4387,134
0,7,45,459900,121,354,4387,134
0,7,50,460200,121,353,4388,134
0,7,55,460500,121,351,4390,134
0,8,0,460800,121,349,4392,134
0,8,5,461100,121,348,4393,134
0,8,10,461400,121,346,4395,134
0,8,15,461700,121,344,4396,135
0,8,20,462000,121,343,4396,136
0,8,25,462300,121,343,4396,136
0,8,30,462600,120,342,4398,136
0,8,35,462900,120,341,4399,136
0,8,40,463200,120,340,4400,136
0,8,45,463500,120,340,4400,136
0,8,50,463800,120,337,4403,136
0,8,55,464100,120,336,4403,137
0,9,0,464400,120,336,4403,137
0,9,5,464700,120,336,4403,137
0,9,10,465000,120,336,4403,137
0,9,15,465300,120,336,4403,137
0,9,20,465600,120,335,4404,137
0,9,25,465900,120,333,4406,137
0,9,30,466200,120,332,4407,137
0,9,35,466500,120,332,4406,138
0,9,40,466800,120,332,4406,138
0,9,45,467100,120,330,4408,138
0,9,50,467400,120,329,4409,138
0,9,55,467700,120,327,4411,138
0,10,0,468000,120,325,4413,138
0,10,5,468300,120,322,4411,143
0,10,10,468600,120,322,4411,143
0,10,15,468900,120,322,4411,143
0,10,20,469200,119,321,4413,143
0,10,25,469500,119,320,4414,143
0,10,30,469800,118,321,4414,143
0,10,35,470100,117,322,4414,143
0,10,40,470400,117,321,4415,143
0,10,45,470700,117,320,4416,143
0,10,50,471000,117,319,4417,143
0,10,55,471300,117,319,4417,143
0,11,0,471600,117,318,4418,143
0,11,5,471900,117,317,4419,143
0,11,10,472200,117,316,4420,143
0,11,15,472500,117,315,4421,143
0,11,20,472800,117,314,4422,143
0,11,25,473100,117,313,4423,143
0,11,30,473400,116,311,4426,143
0,11,35,473700,116,310,4427,143
0,11,40,474000,116,308,4429,143
0,11,45,474300,116,306,4431,143
0,11,50,474600,116,302,4435,143
0,11,55,474900,116,301,4436,143
0,12,0,475200,116,299,4437,144
0,12,5,475500,116,299,4437,144
0,12,10,475800,116,295,4440,145
0,12,15,476100,116,295,4438,147
0,12,20,476400,116,294,4439,147
0,12,25,476700,116,293,4439,148
0,12,30,477000,116,291,4441,148
0,12,35,477300,116,289,4443,148
0,12,40,477600,116,288,4443,149
0,12,45,477900,116,288,4441,151
0,12,50,478200,116,288,4441,151
0,12,55,478500,116,288,4440,152
0,13,0,478800,116,286,4442,152
0,13,5,479100,116,285,4439,156
0,13,10,479400,116,283,4441,156
0,13,15,479700,116,283,4440,157
0,13,20,480000,116,282,4441,157
0,13,25,480300,116,281,4442,157
0,13,30,480600,116,279,4444,157
0,13,35,480900,116,278,4445,157
0,13,40,481200,116,278,4444,158
0,13,45,481500,115,279,4444,158
0,13,50,481800,115,278,4445,158
0,13,55,482100,115,277,4446,158
0,14,0,482400,115,275,4448,158
0,14,5,482700,115,273,4447,161
0,14,10,483000,115,272,4448,161
0,14,15,483300,115,271,4449,161
0,14,20,483600,115,270,4450,161
0,14,25,483900,115,269,4451,161
0,14,30,484200,115,267,4453,161
0,14,35,484500,115,266,4454,161
0,14,40,484800,115,265,4455,161
0,14,45,485100,115,264,4456,161
0,14,50,485400,115,264,4456,161
0,14,55,485700,115,263,4457,161
0,15,0,486000,115,263,4455,163
0,15,5,486300,115,261,4454,166
0,15,10,486600,115,261,4453,167
0,15,15,486900,115,260,4454,167
0,15,20,487200,115,259,4455,167
0,15,25,487500,115,257,4457,167
0,15,30,487800,115,257,4456,168
0,15,35,488100,115,256,4457,168
0,15,40,488400,115,256,4457,168
0,15,45,488700,115,255,4458,168
0,15,50,489000,115,255,4457,169
0,15,55,489300,115,249,4462,170
0,16,0,489600,115,246,4465,170
0,16,5,489900,115,245,4464,172
0,16,10,490200,115,245,4463,173
0,16,15,490500,115,245,4463,173
0,16,20,490800,115,245,4463,173
0,16,25,491100,115,244,4464,173
0,16,30,491400,115,242,4465,174
0,16,35,491700,115,242,4465,174
0,16,40,492000,115,241,4466,174
0,16,45,492300,115,241,4466,174
0,16,50,492600,115,239,4467,175
0,16,55,492900,115,238,4468,175
0,17,0,493200,115,236,4470,175
0,17,5,493500,115,236,4466,179
0,17,10,493800,115,234,4468,179
0,17,15,494100,115,233,4468,180
0,17,20,494400,115,232,4469,180
0,17,25,494700,115,232,4468,181
0,17,30,495000,115,229,4471,181
0,17,35,495300,115,228,4472,181
0,17,40,495600,115,228,4471,182
0,17,45,495900,115,228,4471,182
0,17,50,496200,115,228,4470,183
0,17,55,496500,115,228,4470,183
0,18,0,496800,115,228,4468,185
0,18,5,497100,115,228,4465,188
0,18,10,497400,115,227,4464,190
0,18,15,497700,115,225,4466,190
0,18,20,498000,115,223,4468,190
0,18,25,498300,115,222,4468,191
0,18,30,498600,114,222,4469,191
0,18,35,498900,114,221,4469,192
0,18,40,499200,114,219,4470,193
0,18,45,499500,114,219,4470,193
0,18,50,499800,114,219,4469,194
0,18,55,500100,114,219,4469,194
0,19,0,500400,114,217,4471,194
0,19,5,500700,114,214,4473,195
0,19,10,501000,114,212,4475,195
0,19,15,501300,114,210,4477,195
0,19,20,501600,114,210,4476,196
0,19,25,501900,114,207,4477,198
0,19,30,502200,114,205,4479,198
0,19,35,502500,114,205,4478,199
0,19,40,502800,114,203,4480,199
0,19,45,503100,114,202,4481,199
0,19,50,503400,114,202,4480,200
0,19,55,503700,114,198,4484,200
0,20,0,504000,114,197,4485,200
0,20,5,504300,114,197,4484,201
0,20,10,504600,114,197,4484,201
0,20,15,504900,114,195,4486,201
0,20,20,505200,114,194,4487,201
0,20,25,505500,114,194,4486,202
0,20,30,505800,114,193,4487,202
0,20,35,506100,114,191,4489,202
0,20,40,506400,114,189,4491,202
0,20,45,506700,114,187,4493,202
0,20,50,507000,114,186,4493,203
0,20,55,507300,114,184,4495,203
0,21,0,507600,114,183,4495,204
0,21,5,507900,114,181,4495,206
0,21,10,508200,114,181,4495,206
0,21,15,508500,114,180,4496,206
0,21,20,508800,114,178,4498,206
0,21,25,509100,113,179,4497,207
0,21,30,509400,113,178,4498,207
0,21,35,509700,113,177,4499,207
0,21,40,510000,113,176,4500,207
0,21,45,510300,113,176,4500,207
0,21,50,510600,113,176,4500,207
0,21,55,510900,113,175,4501,207
0,22,0,511200,113,173,4503,207
0,22,5,511500,113,173,4501,209
0,22,10,511800,113,173,4499,211
0,22,15,512100,113,173,4498,212
0,22,20,512400,113,171,4499,213
0,22,25,512700,113,171,4499,213
0,22,30,513000,113,169,4501,213
0,22,35,513300,113,169,4501,213
0,22,40,513600,113,168,4501,214
0,22,45,513900,112,169,4500,215
0,22,50,514200,112,168,4499,217
0,22,55,514500,112,165,4502,217
0,23,0,514800,112,165,4501,218
0,23,5,515100,112,163,4500,221
0,23,10,515400,112,162,4501,221
0,23,15,515700,112,162,4501,221
0,23,20,516000,112,160,4503,221
0,23,25,516300,112,160,4502,222
0,23,30,516600,112,159,4503,222
0,23,35,516900,111,160,4501,224
0,23,40,517200,111,157,4504,224
0,23,45,517500,111,156,4505,224
0,23,50,517800,111,155,4506,224
0,23,55,518100,111,154,4506,225
0,0,0,518400,111,153,4506,226
0,0,5,518700,111,153,4505,227
0,0,10,519000,111,153,4504,228
0,0,15,519300,111,151,4506,228
0,0,20,519600,111,149,4508,228
0,0,25,519900,111,149,4508,228
0,0,30,520200,111,149,4508,228
0,0,35,520500,111,149,4508,228
0,0,40,520800,111,148,4508,229
0,0,45,521100,111,147,4509,229
0,0,50,521400,111,147,4509,229
0,0,55,521700,111,147,4509,229
0,1,0,522000,111,146,4510,229
0,1,5,522300,111,146,4510,229
0,1,10,522600,111,143,4513,229
0,1,15,522900,111,142,4514,229
0,1,20,523200,111,142,4514,229
0,1,25,523500,111,141,4514,230
0,1,30,523800,109,142,4514,231
0,1,35,524100,109,142,4514,231
0,1,40,524400,109,142,4514,231
0,1,45,524700,109,140,4516,231
0,1,50,525000,109,139,4516,232
0,1,55,525300,109,137,4517,233
0,2,0,525600,109,137,4516,234
0,2,5,525900,108,137,4515,236
0,2,10,526200,108,136,4516,236
0,2,15,526500,108,136,4516,236
0,2,20,526800,108,136,4516,236
0,2,25,527100,108,135,4516,237
0,2,30,527400,108,135,4515,238
0,2,35,527700,108,133,4514,241
0,2,40,528000,107,134,4514,241
0,2,45,528300,107,133,4515,241
0,2,50,528600,107,131,4514,244
0,2,55,528900,107,131,4514,244
0,3,0,529200,107,131,4514,244
0,3,5,529500,107,129,4515,245
0,3,10,529800,107,128,4516,245
0,3,15,530100,107,128,4515,246
0,3,20,530400,107,128,4514,247
0,3,25,530700,107,127,4515,247
0,3,30,531000,107,127,4515,247
0,3,35,531300,107,127,4514,248
0,3,40,531600,107,126,4514,249
0,3,45,531900,107,125,4515,249
0,3,50,532200,106,126,4514,250
0,3,55,532500,106,126,4513,251
0,4,0,532800,106,125,4512,253
0,4,5,533100,106,125,4510,255
0,4,10,533400,106,124,4511,255
0,4,15,533700,106,124,4511,255
0,4,20,534000,106,124,4511,255
0,4,25,534300,106,123,4511,256
0,4,30,534600,105,123,4512,256
0,4,35,534900,105,123,4511,257
0,4,40,535200,105,122,4512,257
0,4,45,535500,105,120,4514,257
0,4,50,535800,105,119,4515,257
0,4,55,536100,105,118,4516,257
0,5,0,536400,105,118,4515,258
0,5,5,536700,105,117,4516,258
0,5,10,537000,105,115,4518,258
0,5,15,537300,105,113,4519,259
0,5,20,537600,105,112,4519,260
0,5,25,537900,105,112,4519,260
0,5,30,538200,105,111,4520,260
0,5,35,538500,105,111,4517,263
0,5,40,538800,105,111,4517,263
0,5,45,539100,105,111,4516,264
0,5,50,539400,105,111,4516,264
0,5,55,539700,105,111,4516,264
0,6,0,540000,105,110,4516,265
0,6,5,540300,105,108,4517,266
0,6,10,540600,105,108,4516,267
0,6,15,540900,105,107,4517,267
0,6,20,541200,105,107,4515,269
0,6,25,541500,105,105,4516,270
0,6,30,541800,105,105,4516,270
0,6,35,542100,105,104,4516,271
0,6,40,542400,105,104,4516,271
0,6,45,542700,105,104,4516,271
0,6,50,543000,105,102,4518,271
0,6,55,543300,104,103,4516,273
0,7,0,543600,104,102,4517,273
0,7,5,543900,104,102,4511,279
0,7,10,544200,104,102,4510,280
0,7,15,544500,104,101,4509,282
0,7,20,544800,104,101,4509,282
0,7,25,545100,104,101,4508,283
0,7,30,545400,104,101,4508,283
0,7,35,545700,104,101,4507,284
0,7,40,546000,104,100,4507,285
0,7,45,546300,104,100,4506,286
0,7,50,546600,104,100,4505,287
0,7,55,546900,104,100,4505,287
0,8,0,547200,104,100,4501,291
0,8,5,547500,104,100,4500,292
0,8,10,547800,104,99,4499,294
0,8,15,548100,104,99,4499,294
0,8,20,548400,104,98,4499,295
0,8,25,548700,104,98,4498,296
0,8,30,549000,104,98,4498,296
0,8,35,549300,104,98,4498,296
0,8,40,549600,104,97,4498,297
0,8,45,549900,104,96,4499,297
0,8,50,550200,104,95,4498,299
0,8,55,550500,104,95,4496,301
0,9,0,550800,104,95,4496,301
0,9,5,551100,104,95,4495,302
0,9,10,551400,104,95,4495,302
0,9,15,551700,104,94,4494,304
0,9,20,552000,104,92,4493,307
0,9,25,552300,104,92,4493,307
0,9,30,552600,104,92,4493,307
0,9,35,552900,104,92,4491,309
0,9,40,553200,104,92,4491,309
0,9,45,553500,104,92,4491,309
0,9,50,553800,104,92,4491,309
0,9,55,554100,104,92,4489,311
0,10,0,554400,104,92,4488,312
0,10,5,554700,104,92,4487,313
0,10,10,555000,104,92,4486,314
0,10,15,555300,104,92,4486,314
0,10,20,555600,104,92,4484,316
0,10,25,555900,104,92,4484,316
0,10,30,556200,104,91,4485,316
0,10,35,556500,104,91,4485,316
0,10,40,556800,104,90,4484,318
0,10,45,557100,104,90,4484,318
0,10,50,557400,104,90,4483,319
0,10,55,557700,104,90,4483,319
0,11,0,558000,104,90,4481,321
0,11,5,558300,104,90,4477,325
0,11,10,558600,104,90,4477,325
0,11,15,558900,104,90,4477,325
0,11,20,559200,104,90,4476,326
0,11,25,559500,104,90,4476,326
0,11,30,559800,104,89,4477,326
0,11,35,560100,104,88,4477,327
0,11,40,560400,104,88,4477,327
0,11,45,560700,104,88,4476,328
0,11,50,561000,104,87,4477,328
0,11,55,561300,104,87,4477,328
0,12,0,561600,104,86,4476,330
0,12,5,561900,104,85,4477,330
0,12,10,562200,104,85,4475,332
0,12,15,562500,104,85,4471,336
0,12,20,562800,103,86,4471,336
0,12,25,563100,103,86,4471,336
0,12,30,563400,103,86,4470,337
0,12,35,563700,103,85,4469,339
0,12,40,564000,103,85,4469,339
0,12,45,564300,103,85,4468,340
0,12,50,564600,103,84,4468,341
0,12,55,564900,103,84,4467,342
0,13,0,565200,103,82,4468,343
0,13,5,565500,103,82,4463,348
0,13,10,565800,103,82,4460,351
0,13,15,566100,103,81,4461,351
0,13,20,566400,103,81,4461,351
0,13,25,566700,103,81,4460,352
0,13,30,567000,103,81,4460,352
0,13,35,567300,103,81,4460,352
0,13,40,567600,103,81,4460,352
0,13,45,567900,103,81,4459,353
0,13,50,568200,103,81,4459,353
0,13,55,568500,103,78,4462,353
0,14,0,568800,103,78,4461,354
0,14,5,569100,103,78,4458,357
0,14,10,569400,103,78,4458,357
0,14,15,569700,103,78,4458,357
0,14,20,570000,103,78,4457,358
0,14,25,570300,103,78,4456,359
0,14,30,570600,103,78,4455,360
0,14,35,570900,103,78,4454,361
0,14,40,571200,103,78,4454,361
0,14,45,571500,103,78,4453,362
0,14,50,571800,103,78,4453,362
0,14,55,572100,102,79,4453,362
0,15,0,572400,102,78,4451,365
0,15,5,572700,102,78,4450,366
0,15,10,573000,102,78,4449,367
0,15,15,573300,102,77,4450,367
0,15,20,573600,102,77,4448,369
0,15,25,573900,102,77,4447,370
0,15,30,574200,102,77,4446,371
0,15,35,574500,102,77,4445,372
0,15,40,574800,102,77,4443,374
0,15,45,575100,102,76,4444,374
0,15,50,575400,102,75,4445,374
0,15,55,575700,102,74,4444,376
0,16,0,576000,102,74,4443,377
0,16,5,576300,102,74,4442,378
0,16,10,576600,102,73,4441,380
0,16,15,576900,102,73,4440,381
0,16,20,577200,102,72,4440,382
0,16,25,577500,102,72,4437,385
0,16,30,577800,102,71,4437,386
0,16,35,578100,102,71,4437,386
0,16,40,578400,102,71,4437,386
0,16,45,578700,102,71,4436,387
0,16,50,579000,102,71,4436,387
0,16,55,579300,102,71,4434,389
0,17,0,579600,102,71,4433,390
0,17,5,579900,102,71,4430,393
0,17,10,580200,102,71,4430,393
0,17,15,580500,101,72,4430,393
0,17,20,580800,101,72,4429,394
0,17,25,581100,101,72,4429,394
0,17,30,581400,101,72,4429,394
0,17,35,581700,101,72,4427,396
0,17,40,582000,101,71,4427,397
0,17,45,582300,101,70,4428,397
0,17,50,582600,101,69,4428,398
0,17,55,582900,101,68,4427,400
0,18,0,583200,101,66,4428,401
0,18,5,583500,101,66,4426,403
0,18,10,583800,101,66,4426,403
0,18,15,584100,101,66,4426,403
0,18,20,584400,101,66,4425,404
0,18,25,584700,101,66,4425,404
0,18,30,585000,101,65,4426,404
0,18,35,585300,101,65,4424,406
0,18,40,585600,101,65,4424,406
0,18,45,585900,101,65,4422,408
0,18,50,586200,101,64,4423,408
0,18,55,586500,101,64,4421,410
0,19,0,586800,101,64,4420,411
0,19,5,587100,101,64,4417,414
0,19,10,587400,101,64,4417,414
0,19,15,587700,101,64,4417,414
0,19,20,588000,101,64,4416,415
0,19,25,588300,101,63,4416,416
0,19,30,588600,101,63,4415,417
0,19,35,588900,101,63,4414,418
0,19,40,589200,101,63,4413,419
0,19,45,589500,101,62,4414,419
0,19,50,589800,101,62,4413,420
0,19,55,590100,101,62,4412,421
0,20,0,590400,101,62,4409,424
0,20,5,590700,101,62,4405,428
0,20,10,591000,101,62,4405,428
0,20,15,591300,101,61,4406,428
0,20,20,591600,101,61,4405,429
0,20,25,591900,101,61,4403,431
0,20,30,592200,101,61,4402,432
0,20,35,592500,101,61,4401,433
0,20,40,592800,101,59,4402,434
0,20,45,593100,101,59,4402,434
0,20,50,593400,101,59,4402,434
0,20,55,593700,101,59,4401,435
0,21,0,594000,101,59,4401,435
