Day,Hour,Minute,CurrentStep,Susceptible,Exposed,Infectious,Recovered
23,3,50,2001000,4097,51,345,507
23,3,55,2001300,4097,51,345,507
23,4,0,2001600,4097,51,345,507
23,4,5,2001900,4097,51,345,507
23,4,10,2002200,4097,50,345,508
23,4,15,2002500,4097,50,345,508
23,4,20,2002800,4097,50,345,508
23,4,25,2003100,4097,50,345,508
23,4,30,2003400,4097,50,345,508
23,4,35,2003700,4097,50,345,508
23,4,40,2004000,4097,50,345,508
23,4,45,2004300,4097,49,346,508
23,4,50,2004600,4097,49,346,508
23,4,55,2004900,4097,49,345,509
23,5,0,2005200,4097,49,345,509
23,5,5,2005500,4097,49,345,509
23,5,10,2005800,4097,49,344,510
23,5,15,2006100,4097,49,343,511
23,5,20,2006400,4097,49,343,511
23,5,25,2006700,4097,49,343,511
23,5,30,2007000,4097,49,343,511
23,5,35,2007300,4097,49,343,511
23,5,40,2007600,4097,49,343,511
23,5,45,2007900,4097,49,343,511
23,5,50,2008200,4097,49,343,511
23,5,55,2008500,4097,49,343,511
23,6,0,2008800,4097,49,343,511
23,6,5,2009100,4097,49,343,511
23,6,10,2009400,4097,49,343,511
23,6,15,2009700,4097,49,343,511
23,6,20,2010000,4097,49,343,511
23,6,25,2010300,4097,49,343,511
23,6,30,2010600,4097,49,343,511
23,6,35,2010900,4096,50,343,511
23,6,40,2011200,4095,51,343,511
23,6,45,2011500,4095,51,342,512
23,6,50,2011800,4095,51,342,512
23,6,55,2012100,4095,51,342,512
23,7,0,2012400,4094,52,342,512
23,7,5,2012700,4094,52,342,512
23,7,10,2013000,4094,51,343,512
23,7,15,2013300,4094,51,343,512
23,7,20,2013600,4094,51,343,512
23,7,25,2013900,4093,52,343,512
23,7,30,2014200,4093,52,343,512
23,7,35,2014500,4093,52,342,513
23,7,40,2014800,4093,52,342,513
23,7,45,2015100,4093,52,342,513
23,7,50,2015400,4093,52,342,513
23,7,55,2015700,4093,52,342,513
23,8,0,2016000,4093,51,343,513
23,8,5,2016300,4093,51,343,513
23,8,10,2016600,4093,51,342,514
23,8,15,2016900,4093,51,341,515
23,8,20,2017200,4093,51,341,515
23,8,25,2017500,4093,51,341,515
23,8,30,2017800,4093,51,341,515
23,8,35,2018100,4093,51,341,515
23,8,40,2018400,4093,50,342,515
23,8,45,2018700,4093,50,342,515
23,8,50,2019000,4093,50,342,515
23,8,55,2019300,4093,50,342,515
23,9,0,2019600,4093,50,342,515
23,9,5,2019900,4093,49,343,515
23,9,10,2020200,4093,48,344,515
23,9,15,2020500,4093,48,344,515
23,9,20,2020800,4093,48,344,515
23,9,25,2021100,4093,48,344,515
23,9,30,2021400,4093,48,344,515
23,9,35,2021700,4091,50,344,515
23,9,40,2022000,4091,49,345,515
23,9,45,2022300,4091,49,345,515
23,9,50,2022600,4091,49,345,515
23,9,55,2022900,4091,49,345,515
23,10,0,2023200,4091,49,345,515
23,10,5,2023500,4091,48,344,517
23,10,10,2023800,4091,48,344,517
23,10,15,2024100,4091,48,344,517
23,10,20,2024400,4091,48,344,517
23,10,25,2024700,4091,48,344,517
23,10,30,2025000,4091,48,344,517
23,10,35,2025300,4091,48,344,517
23,10,40,2025600,4090,49,344,517
23,10,45,2025900,4090,49,344,517
23,10,50,2026200,4090,49,344,517
23,10,55,2026500,4090,49,344,517
23,11,0,2026800,4090,49,344,517
23,11,5,2027100,4090,49,344,517
23,11,10,2027400,4090,48,345,517
23,11,15,2027700,4090,48,345,517
23,11,20,2028000,4090,48,345,517
23,11,25,2028300,4090,48,345,517
23,11,30,2028600,4090,48,345,517
23,11,35,2028900,4090,48,344,518
23,11,40,2029200,4090,48,344,518
23,11,45,2029500,4090,48,344,518
23,11,50,2029800,4090,48,344,518
23,11,55,2030100,4090,48,344,518
23,12,0,2030400,4090,48,344,518
23,12,5,2030700,4090,48,344,518
23,12,10,2031000,4090,48,343,519
23,12,15,2031300,4090,48,343,519
23,12,20,2031600,4090,48,342,520
23,12,25,2031900,4090,48,342,520
